a,b,c,d,e,f,g,h,z
524,863,720,3137,2004,1203,4467,6267,2
366,706,488,3197,1633,781,5062,7351,0
286,639,386,2925,1279,573,4847,7668,0
309,654,401,2680,1150,517,4462,7397,0
369,725,470,2727,1285,587,4415,7060,0
385,733,496,3057,1524,710,4870,7208,0
410,720,473,3154,1567,717,5189,7392,0
650,791,528,3003,1487,668,5478,7009,0
647,768,523,2822,1368,619,5174,6873,0
649,734,510,1770,581,256,3162,5526,0
656,734,518,1536,459,220,2617,4956,0
687,773,594,1548,549,279,2395,4454,2
687,782,589,1692,578,264,2737,4836,0
637,732,506,1716,498,206,3033,5446,0
652,735,525,1667,487,211,2876,5210,0
654,745,535,1661,513,222,2825,5128,0
699,785,611,1498,428,203,2235,4206,0
656,767,578,1609,468,210,2538,4714,0
620,745,545,1938,582,234,3298,5610,0
623,767,574,2064,730,312,3438,5648,0
629,758,564,2025,707,304,3416,5643,0
627,725,485,2019,618,248,3750,6126,0
659,768,532,2143,746,319,3875,6022,0
685,804,553,2526,1013,437,4607,6408,0
746,887,650,2906,1444,734,5031,6344,0
880,1048,948,2854,1944,1432,3990,5013,2
641,960,796,2996,1839,1080,4242,5802,0
603,876,632,3369,1680,812,5414,6841,0
607,897,763,2748,1685,895,3885,5654,0
535,867,738,2908,2015,1085,4072,5952,0
620,895,814,2764,2296,1260,3751,5450,0
703,955,811,3539,2646,1419,5193,6271,0
772,978,778,4055,2485,1234,6335,6780,0
708,953,769,3787,2535,1303,5764,6624,0
654,921,834,3020,2594,1468,4166,5672,0
604,930,896,2993,2813,1655,3788,5392,0
687,999,981,3033,3015,1824,3726,5112,0
741,1010,957,3110,2836,1696,4049,5294,0
828,1112,1079,3062,2568,1612,3720,4789,0
782,1044,904,3003,1888,1178,4177,5372,0
824,1167,1128,2737,2128,1689,3019,4163,0
693,945,795,2279,1419,975,3130,4828,0
507,794,576,2880,1408,702,4596,6667,0
552,883,714,3556,2098,1183,5186,6656,0
566,934,751,3499,2079,1059,4993,6466,0
619,1022,875,3111,2084,1161,4075,5610,0
376,780,533,1109,483,311,1254,3508,0
375,755,491,956,313,206,1048,3214,0
467,894,714,1377,731,457,1363,3171,0
480,895,684,1137,486,306,973,2488,0
482,880,659,1043,393,235,843,2256,0
490,901,705,1238,531,403,1130,2743,0
506,879,762,1789,1387,1154,2043,4026,0
374,772,592,1562,1014,794,1970,4503,0
373,759,545,1300,602,346,1603,4092,0
379,759,525,1068,387,220,1193,3409,0
387,777,558,1278,514,301,1535,3922,0
548,912,789,3079,2056,1125,4178,5920,0
582,884,754,3984,2355,1225,5710,6817,0
607,847,609,4048,2192,1007,6538,7385,0
576,867,546,4225,2217,922,6978,7711,0
525,807,531,3753,1931,832,6195,7521,0
464,797,603,3126,1670,830,4755,6766,0
551,875,754,2900,1828,1132,4036,5873,0
611,936,850,3100,1968,1237,4131,5696,2
631,890,768,2945,2034,1386,4245,5863,0
452,768,570,3005,1710,947,4670,6811,0
330,663,434,2930,1470,671,4778,7420,0
242,574,337,2360,965,434,4024,7501,0
264,608,349,2769,1209,531,4696,7761,0
297,667,395,3233,1576,704,5304,7822,0
324,675,425,2964,1446,666,4851,7492,0
659,797,552,2701,1308,598,4853,6606,0
662,804,558,2626,1305,594,4696,6495,0
624,760,519,2677,1403,627,4856,6752,0
663,753,580,1986,826,434,3350,5479,0
727,783,648,1630,633,366,2439,4311,2
713,800,623,1674,572,294,2611,4576,2
688,764,551,1634,475,208,2768,4957,0
675,754,549,1633,492,214,2747,4968,0
661,761,566,1602,514,234,2580,4779,0
674,769,580,1572,513,237,2481,4610,0
688,791,620,1534,491,243,2264,4243,0
637,727,516,1933,616,264,3456,5786,0
622,727,523,2038,678,276,3603,5916,0
629,766,581,2112,812,350,3518,5685,0
622,743,545,1880,610,258,3183,5505,0
621,719,487,1898,563,223,3471,5916,0
656,767,536,1971,655,277,3494,5724,0
685,803,555,2087,690,289,3726,5799,0
728,852,603,2308,870,391,4073,5857,0
840,1012,860,2721,1681,1092,4017,5197,0
644,990,838,3182,1995,1194,4380,5831,0
694,962,789,2977,1774,976,4374,5810,0
642,910,783,2769,1704,944,3924,5591,0
518,831,743,2497,1830,1052,3355,5414,0
582,875,828,2578,2100,1235,3319,5138,0
631,932,903,2817,2678,1590,3544,5145,0
633,886,663,3603,1919,962,5727,6892,0
662,1013,800,3998,2521,1284,5780,6665,0
666,991,938,3171,2969,1748,4044,5434,0
653,984,984,2972,3119,1901,3555,5025,0
785,1068,1079,3146,3148,1934,3763,4892,0
853,1081,1034,3522,2877,1707,4667,5461,0
951,1196,1246,3335,2998,1883,3818,4560,0
854,1035,941,3172,2283,1452,4493,5424,0
1037,1290,1291,2839,2659,2346,3022,3748,0
948,1115,1013,2711,2704,2463,3635,4560,0
571,859,659,2144,1181,694,3142,5298,0
568,891,733,2882,1799,1003,4126,5945,0
534,889,731,3356,2104,1033,4777,6423,0
546,906,743,3454,2153,1062,4905,6459,0
469,812,637,1187,532,344,1197,3015,0
518,940,817,1533,886,618,1426,3047,0
571,1014,871,1581,942,636,1417,2896,0
661,1094,953,1490,855,592,1096,2198,0
701,1161,1098,1822,1140,830,1376,2479,0
589,1075,979,1735,1152,795,1433,2786,0
457,912,756,1646,996,618,1744,3705,0
370,780,576,1158,502,298,1229,3356,0
344,751,509,860,162,83,774,2564,0
335,759,524,937,202,95,893,2827,0
324,769,539,1120,332,188,1218,3502,0
525,890,758,2477,1723,1000,3284,5314,0
630,956,816,3985,2692,1520,5597,6601,0
700,949,617,4642,2535,1140,7685,7654,0
627,890,542,4200,2144,909,7173,7714,0
549,811,589,3185,1813,891,5150,6879,0
495,813,635,2915,1665,928,4380,6423,0
632,913,806,2797,1876,1224,3861,5526,2
614,960,875,2899,1995,1348,3736,5363,2
607,885,779,2632,1805,1263,3632,5432,2
419,729,525,2633,1397,781,4169,6675,0
275,581,320,2359,862,360,4173,7611,0
177,500,241,2215,739,304,4001,8037,0
200,531,281,2457,941,381,4303,7947,0
251,578,328,2679,1165,508,4605,7818,0
304,602,374,2420,967,470,4130,7323,0
660,750,529,2121,766,343,3847,6008,0
660,791,570,2455,1147,538,4314,6231,0
657,790,570,2489,1163,592,4369,6273,0
715,810,654,1947,894,588,3076,4971,0
733,832,700,1664,690,429,2325,4078,2
689,779,592,1702,548,266,2751,4839,2
650,719,496,1667,458,185,2997,5414,0
635,710,487,1636,457,184,2932,5412,0
673,752,552,1440,411,180,2288,4458,0
698,804,610,1246,353,168,1644,3427,0
678,796,597,1299,416,205,1792,3703,0
679,794,600,1380,487,251,1972,3939,0
673,792,599,1645,652,323,2566,4661,0
635,758,562,1937,697,322,3259,5502,0
622,719,501,1983,592,244,3589,5966,0
633,739,515,1982,617,252,3552,5875,0
656,762,530,2061,635,256,3708,5909,0
689,786,548,2109,657,266,3815,5875,0
746,868,655,2141,887,454,3546,5315,0
871,1020,858,2562,1552,961,3811,4982,0
820,984,771,2936,1555,834,4743,5840,0
761,962,782,2890,1615,889,4438,5741,0
689,970,847,2752,1824,1047,3760,5293,0
603,923,864,2466,1817,1112,3051,4811,0
531,899,865,2621,2317,1373,3175,5037,0
494,861,741,2953,2119,1179,4038,5988,0
426,802,552,3638,1735,794,5609,7365,0
591,1033,773,4168,2258,1134,5905,6871,0
831,1227,1218,3516,2973,1815,3937,4854,0
903,1223,1258,2985,2817,1794,3138,4070,0
885,1128,1158,2970,2770,1696,3411,4390,0
917,1141,1115,3284,2798,1691,4140,4931,0
988,1187,1224,3253,3195,1983,3847,4532,0
857,1046,969,2985,2326,1474,4074,5099,0
1012,1227,1208,2853,2452,1917,3287,4051,0
789,1061,1003,3108,2349,1634,3984,5120,0
647,899,733,2241,1257,709,3199,5071,0
624,924,783,2222,1364,888,2939,4789,0
583,912,773,3072,1996,1095,4309,5979,0
579,904,728,3344,1992,1026,4892,6424,0
384,719,497,954,280,161,1033,3150,0
407,750,553,1059,386,219,1117,3139,0
500,943,736,1307,646,389,1192,2795,0
574,1054,843,1216,592,382,779,1812,0
583,1127,1009,1656,1038,780,1213,2428,0
448,846,617,1077,498,305,1007,2715,0
388,810,595,1303,636,371,1480,3730,0
385,804,624,1488,813,473,1750,4091,0
356,778,551,1129,399,219,1228,3440,0
350,770,556,1150,443,236,1252,3482,0
354,766,547,1208,509,278,1396,3766,0
456,790,608,1889,1203,693,2643,5130,0
578,852,684,3415,2457,1511,5179,6663,0
568,817,466,4376,2280,990,7570,8075,0
531,808,540,3505,1949,972,5808,7330,0
560,844,677,3139,1902,1111,4734,6452,0
534,837,649,3056,1779,998,4649,6497,0
631,894,749,3043,1867,1171,4479,6050,0
765,931,779,3124,1979,1225,4861,6008,0
812,984,902,2398,1665,1282,3191,4533,2
665,745,519,1932,670,320,3512,5765,0
611,705,458,2008,586,219,3809,6285,0
610,703,457,2177,700,276,4157,6530,0
614,715,477,2426,905,381,4561,6714,0
699,796,615,2276,1085,610,3872,5745,0
707,823,656,1959,903,548,3075,4983,2
621,710,491,1898,610,266,3453,5889,0
618,701,471,2025,709,305,3803,6226,0
636,721,496,2254,798,363,4202,6393,0
656,746,540,1833,582,272,3184,5449,0
676,753,541,1493,455,207,2461,4680,0
662,731,521,1389,423,175,2272,4545,0
644,721,500,1599,451,181,2812,5236,0
678,778,564,1399,402,174,2153,4254,0
720,834,628,1145,308,143,1359,2916,0
729,851,649,1016,254,126,972,2204,0
704,820,620,1098,321,160,1253,2782,0
688,783,591,1128,375,196,1411,3124,0
685,794,590,1005,345,185,1103,2602,0
643,740,525,1393,411,185,2232,4526,0
608,683,453,1920,506,196,3639,6182,0
607,680,448,2037,551,206,3905,6394,0
648,734,497,2058,593,233,3833,6110,0
687,784,557,2076,617,254,3699,5769,0
779,898,720,2057,931,539,3173,4815,0
900,1068,939,2420,1581,1053,3275,4409,0
847,1007,788,2981,1566,847,4828,5819,0
716,924,707,2804,1436,730,4490,5973,0
681,945,836,2454,1606,904,3272,4918,0
560,920,818,2605,1770,1007,3356,5221,0
557,932,815,3178,2082,1181,4253,5918,0
510,918,752,3286,1909,1067,4534,6275,0
442,795,556,3778,1778,842,5837,7434,0
583,985,738,4065,2149,1081,5890,6927,0
764,1197,1094,3739,2838,1670,4538,5473,0
895,1132,1119,3100,2757,1650,3780,4695,0
827,1060,967,3073,2434,1385,4155,5213,0
828,1053,1036,3042,2857,1743,3844,4919,0
877,1085,1107,3018,3172,1976,3652,4633,0
779,996,915,3063,2447,1532,4225,5400,0
910,1097,1029,3088,2235,1618,4139,5001,0
840,1163,1153,3037,2383,1800,3449,4496,0
647,944,821,2777,1706,1124,3805,5436,0
576,894,751,2552,1597,992,3535,5453,0
671,981,888,2814,1958,1282,3673,5203,0
653,1003,918,2911,2020,1399,3685,5205,0
370,688,474,934,270,153,1045,3267,0
362,720,521,1215,452,246,1492,3998,0
431,886,646,1258,499,278,1286,3214,0
448,898,624,1144,328,174,1128,2941,0
548,1043,906,1581,977,666,1307,2714,0
404,804,565,985,341,209,926,2710,0
357,764,533,1385,512,289,1789,4442,0
408,835,653,1671,922,520,2031,4380,0
434,857,649,1147,418,226,1056,2773,0
408,861,659,1898,781,382,2421,4846,0
416,870,675,1953,833,432,2480,4863,0
367,697,505,1432,641,356,1979,4786,0
381,713,476,2163,1193,810,3468,6393,0
343,645,334,1926,906,469,3504,7044,0
495,894,777,2530,1863,1351,3251,5301,0
628,1028,924,3338,2295,1474,4258,5664,0
762,949,745,3175,1837,989,5092,6199,0
726,897,719,3287,1860,989,5281,6410,0
786,952,1016,2620,1884,1440,3128,4411,0
814,937,876,1972,1210,847,2463,3848,0
662,741,520,1747,530,252,3098,5412,0
624,708,480,1805,515,216,3311,5799,0
620,715,486,1889,588,251,3454,5907,0
649,745,533,1871,664,305,3279,5566,0
731,874,729,1865,975,633,2640,4379,0
665,768,567,1933,859,439,3300,5464,0
611,690,460,1848,566,238,3461,6014,0
608,677,453,1882,541,217,3558,6120,0
621,694,470,1776,527,218,3285,5815,0
622,696,473,1871,541,213,3480,5964,0
636,710,487,1595,451,184,2842,5322,0
689,740,525,1423,370,165,2387,4610,0
693,799,585,1441,419,179,2194,4225,0
760,880,669,972,266,136,816,1846,0
765,881,686,1001,265,139,840,1867,0
744,852,647,965,248,129,858,1973,0
716,832,636,1071,303,164,1143,2548,0
685,782,585,1172,374,191,1538,3341,0
678,781,580,957,281,146,1008,2453,0
653,745,536,1072,291,132,1427,3333,0
610,684,453,1742,447,176,3260,5872,0
597,683,444,2012,518,204,3844,6384,0
634,727,493,1887,554,222,3454,5857,0
659,750,518,2068,556,226,3787,5994,0
748,859,646,2182,827,403,3675,5431,0
876,1040,883,2625,1510,935,3836,4966,0
826,952,738,2899,1460,742,4853,5942,0
710,918,710,2881,1513,762,4593,6046,0
623,908,756,2804,1732,891,4042,5753,0
512,869,715,2756,1740,921,3864,5880,0
462,846,600,3356,1761,858,5107,6967,0
479,871,640,3778,1958,980,5593,7103,0
510,932,724,3924,2103,1114,5539,6885,0
656,986,784,3637,2059,1092,5314,6453,0
797,1201,1082,3888,2627,1575,4871,5646,0
744,960,761,3474,2127,1119,5443,6406,0
709,904,657,3382,1785,873,5674,6747,0
732,996,878,3267,2320,1325,4578,5764,0
699,989,864,3459,2593,1490,4841,6003,0
732,963,846,3047,2147,1411,4356,5654,0
841,1065,1019,2631,2081,1743,3240,4416,0
829,1116,1114,2661,2241,1810,2946,4098,0
678,944,873,3023,2079,1377,4079,5518,0
655,989,923,2845,2100,1361,3567,5101,0
652,978,886,2759,1951,1257,3551,5139,0
634,993,919,2879,2100,1401,3593,5161,0
352,706,498,1557,609,327,2224,5153,0
332,750,526,1265,463,237,1548,4126,0
396,832,604,1452,643,390,1751,4125,0
398,829,593,1227,450,256,1343,3484,0
368,801,574,1379,577,323,1668,4122,0
340,767,514,1659,617,287,2348,5269,0
349,772,504,1782,616,278,2621,5591,0
400,850,636,1665,784,396,2061,4472,0
432,874,660,1168,395,218,1068,2779,0
440,895,684,1360,588,295,1389,3307,0
431,882,677,1759,745,384,2149,4442,0
275,670,445,1239,395,205,1676,4715,0
177,567,313,1315,481,247,2111,6155,0
88,485,167,1279,450,236,2392,7690,0
295,651,424,2636,1421,747,4265,7229,0
727,892,681,3417,1768,888,5676,6676,0
781,946,790,2865,1713,979,4416,5677,0
771,896,841,2483,1386,812,3495,4940,0
768,863,785,1978,1046,697,2729,4318,0
679,747,545,1824,610,310,3197,5399,0
641,731,513,1779,523,226,3149,5524,0
661,740,538,1610,487,239,2712,4991,0
748,819,660,1603,575,302,2369,4167,0
672,754,560,1693,561,256,2829,5029,0
634,711,486,1716,523,227,3113,5586,0
629,701,476,1736,524,217,3190,5696,0
621,694,459,1776,522,216,3335,5893,0
621,699,462,1827,529,211,3433,5963,0
631,719,499,1876,569,230,3396,5798,0
647,726,499,1882,559,223,3449,5808,0
649,722,492,1768,508,206,3238,5646,0
673,733,506,1846,509,204,3406,5697,0
741,853,639,1441,430,199,2063,3856,0
779,891,689,1060,313,165,992,2121,0
784,898,694,1076,307,161,1020,2158,0
742,854,648,994,261,138,928,2107,0
710,828,629,1124,326,169,1293,2824,0
704,805,611,1228,413,203,1604,3355,0
691,785,589,1077,307,158,1294,2929,0
644,732,530,1075,302,141,1446,3396,0
643,720,511,1511,461,215,2563,4946,0
686,742,538,2038,578,258,3705,5823,0
646,714,496,2013,535,220,3739,6046,0
683,770,536,1992,582,239,3609,5759,0
715,834,603,2318,831,369,4055,5871,0
838,988,802,2703,1566,924,4232,5424,0
768,909,679,2814,1332,661,4796,6112,0
670,864,601,3567,1708,773,6104,7116,0
578,848,599,3614,1869,852,5855,7156,0
468,835,604,3502,1852,882,5321,7058,0
439,819,550,3424,1634,744,5349,7232,0
463,869,625,3378,1817,901,5040,6877,0
452,871,599,3546,1716,813,5358,7110,0
614,955,713,3397,1807,924,5134,6530,0
770,1085,920,3489,2462,1438,4853,5827,0
821,1047,921,3391,2616,1535,4840,5728,0
726,987,790,3310,2052,1139,4998,6146,0
636,934,716,3346,1838,987,5108,6475,0
554,876,701,3238,1928,1026,4773,6441,0
640,921,842,2806,1938,1421,3760,5384,0
830,1129,1135,2774,2303,1804,3067,4193,0
837,1138,1149,2694,2303,1728,2902,4020,0
651,928,851,2430,1729,1252,3120,4813,0
751,1087,1051,2965,2327,1719,3508,4766,0
485,837,609,3110,1630,865,4763,6725,0
500,838,646,3007,1718,995,4494,6463,0
